num_vehicles,charger_power,energy_vehicle,efficiency,avg_initial_energy,total_savings,total_original_cost
100,0.0072,0.064,0.99,0.7,"[   5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985  509.26102782
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
    5.89775985    5.89775985    5.89775985    5.89775985    5.89775985
   42.39847379   42.39847379   42.39847379   42.39847379   42.39847379
   42.39847379   42.39847379  101.40067167  892.59280335  892.59280335
  101.40067167  101.40067167   42.39847379   42.39847379   42.39847379
   42.39847379   42.39847379   42.39847379   42.39847379   42.39847379
  892.59280335  892.59280335  892.59280335  101.40067167  101.40067167
  892.59280335  101.40067167  101.40067167  101.40067167   42.39847379
  101.40067167  892.59280335 2045.41125043 5453.83898157 2045.41125043
 2045.41125043  892.59280335  892.59280335  101.40067167  101.40067167
  101.40067167]","[38.42215770818084, 38.05847221094721, 38.39017134602201, 38.59605096948167, 38.39011236520493, 38.489833740497666, 38.173196619842486, 38.308313151707665, 38.49014644047701, 38.43495802750531, 38.33948274022097, 38.3374975567277, 38.38905530274822, 38.516009825557816, 38.616600813079486, 38.567612921565555, 38.33221923741094, 38.37175224246055, 38.45100867200718, 38.65304978044371, 38.34891555857152, 38.69016235553577, 38.630917096867535, 38.39777255479236, 38.377979465150034, 38.376446903479206, 38.42386612844615, 38.13918549791148, 38.39257641233873, 38.85691707693591, 38.83307296413554, 38.53952537593107, 38.481352802088985, 38.63233376555, 38.67683173953266, 38.593332062758044, 38.6229994064999, 38.721979736225876, 38.82621054410572, 38.49740492600894, 38.611490254374786, 38.41762252556906, 39.031923493287415, 38.523309919977386, 38.30470750489995, 38.71133893893199, 38.56866306080845, 38.72826979000881, 38.769995776699865, 39.08015122621897, 38.748061952321926, 38.54656677454748, 38.646226176967744, 38.578519996868785, 38.4231202680142, 38.96494882815697, 38.95031757323276, 38.86558142316394, 38.748925437046324, 38.85637552200162, 39.01152950408213, 38.51059738146641, 38.805568424226834, 38.89777275537214, 38.81765632718436, 38.718908547576795, 39.0456699888532, 38.787104107878804, 38.74225439092556, 39.24856581033958, 38.7482519784275, 38.6552348307293, 39.17743757775219, 39.113257333618385, 38.64061723939663, 38.98490713076277, 39.03233313040995, 38.899632059425684, 38.99789131389234, 38.87090437230176, 38.90261827235897, 38.61557075911793, 38.69241660320434, 38.69253196164472, 38.81669356927429, 38.857354538067824, 39.06356989598988, 38.83829182506246, 38.6453085229956, 39.11805878563762, 38.79427588219471, 38.81286854808026, 39.01711167296083, 38.71300969630498, 38.89429724515929, 39.052016942273596, 39.451629487765544, 38.983572851499346, 39.1968963493948, 39.088604631004316, 39.17028164791086, 39.06754040590174, 39.118258147677594, 39.218878565939974, 39.06441206254486, 39.21001830710435, 38.96556537843151, 39.154911196868575, 39.48898871253338, 39.293115991839606, 39.19139040354915, 39.216268086344684, 39.509518583307, 39.172726060716975, 38.923253830784276, 39.538448524380364, 39.365236336866886, 39.048224788306975, 38.965125663830705, 39.29265103711952, 39.46695016537752, 39.141381692756624, 39.52038675088575, 39.376528576063315, 39.54193279716923, 39.43647640926726, 39.34768975886633, 39.202604162426766, 39.39545485894879, 159.889627698016, 39.557003993509326, 39.39165731604089, 39.14502295708435, 39.34258786828737, 39.5192222063302, 39.456463474925556, 39.34071014063445, 39.45704765686254, 39.22746223391301, 39.577501765176976, 41.275776025037956, 41.126261073276325, 41.268025608004464, 41.28408987731755, 41.16900663765962, 41.13458155156495, 41.34446374700679, 51.72549137284493, 199.20724543454477, 198.48339922267127, 51.53375820959231, 51.546090225017636, 41.50523794987126, 41.15505834006731, 41.74057921992746, 41.48285877411024, 41.11349498835763, 41.19180928380781, 41.47386652988835, 41.22897933630135, 199.95397161133178, 199.19589686565564, 201.27870271287966, 51.543301123527286, 52.01142117107356, 201.94021704291177, 52.08251914025335, 51.80530520286508, 51.72227715015362, 41.68894834788947, 52.25458912813563, 199.76152507515033, 515.7697107588867, 1215.9902594691534, 519.7976734441837, 522.554783320622, 202.03626943469084, 200.7372480467012, 51.962278479313184, 52.3569758786634, 51.96787126602987]"
